,park_name,park_type,capacity,que_status,cur_parking,cur_parking_time,available_parking,count,date,available_parking_less_than_zero
159510,양화2주차장[전망카페],BP,20,20분,20,2024-10-02 17:13:55,0,388,2024-10-02 17:00:00,62
159511,볏골공원 지하공영주차장(구),NW,231,20분,294,2024-10-02 17:14:12,-63,389,2024-10-02 17:00:00,361
159519,목동체비지 공영주차장(시),NW,55,20분,78,2024-10-02 17:14:11,-23,397,2024-10-02 17:00:00,288
159528,여의도한강2주차장(마포대교남단),BP,171,20분,197,2024-10-02 17:14:40,-26,406,2024-10-02 17:00:00,212
159531,여의도한강3주차장(서강대교남단),BP,800,20분,546,2024-10-02 17:14:08,254,409,2024-10-02 17:00:00,36
159535,영등포구청별관 공영주차장(구),NW,61,20분,36,2024-10-02 17:14:53,25,413,2024-10-02 17:00:00,6
159545,여의도한강4주차장(여의2교-하부파천교),BP,141,20분,54,2024-10-02 17:14:12,87,423,2024-10-02 17:00:00,18
159549,코레일유통 본사 사옥 주차장,BS,356,20분,312,2024-10-02 17:14:42,44,427,2024-10-02 17:00:00,32
159550,당산근린공원 공영(구),NW,190,20분,184,2024-10-02 17:15:05,6,428,2024-10-02 17:00:00,35
159562,여의도한강공원1주차장(63빌딩앞),BP,462,20분,339,2024-10-02 17:14:34,123,440,2024-10-02 17:00:00,54
159564,여의도 사학연금(TP타워),BS,570,20분,867,2024-10-02 17:15:15,-297,442,2024-10-02 17:00:00,214
159565,영남 공영주차장(시),NW,570,20분,389,2024-10-02 17:14:51,181,443,2024-10-02 17:00:00,19
159573,이촌1주차장[반포대교북단 하류],BP,35,20분,0,2024-10-02 17:14:54,35,451,2024-10-02 17:00:00,47
159574,동작대교 공영주차장(시),NW,88,20분,48,2024-10-02 17:15:31,40,452,2024-10-02 17:00:00,29
159575,이촌2주차장[동작대교 하부],BP,95,20분,65,2024-10-02 17:15:36,30,453,2024-10-02 17:00:00,85
159576,"이촌3, 4주차장",BP,257,20분,168,2024-10-02 17:14:41,89,454,2024-10-02 17:00:00,77
159577,여의도한강5주차장(성모병원앞),BP,217,20분,117,2024-10-02 17:15:38,100,455,2024-10-02 17:00:00,39
159579,신길환승(5호선)(구),NW,88,20분,62,2024-10-02 17:15:01,26,457,2024-10-02 17:00:00,73
159587,누리 공영주차장(구),NW,19,20분,14,2024-10-02 17:14:19,5,465,2024-10-02 17:00:00,40
159593,반포1주차장[반포대교남단 상류],BP,332,20분,273,2024-10-02 17:15:49,59,471,2024-10-02 17:00:00,111
159596,영등포본동제2공영(구),NW,61,20분,63,2024-10-02 17:16:02,-2,474,2024-10-02 17:00:00,92
159600,"반포2, 3주차장",BP,315,20분,0,2024-10-02 17:15:55,315,478,2024-10-02 17:00:00,98
159606,도림동 공영주차장(구),NW,26,20분,26,2024-10-02 17:15:40,0,484,2024-10-02 17:00:00,62
159618,대림운동장(구),NW,192,20분,165,2024-10-02 17:16:27,27,497,2024-10-02 17:00:00,4
159619,구로5동마을공동주차장(구),NW,81,20분,67,2024-10-02 17:14:40,14,498,2024-10-02 17:00:00,63
159625,대림1동공영(구),NW,155,20분,136,2024-10-02 17:16:48,19,504,2024-10-02 17:00:00,20
159637,보라매상업 공영주차장(시),NW,64,20분,55,2024-10-02 17:16:51,9,516,2024-10-02 17:00:00,24
159650,구로디지털단지역(상) 공영주차장(시),NW,31,20분,18,2024-10-02 17:16:51,13,529,2024-10-02 17:00:00,25
159653,우림이비지센터,BS,511,20분,340,2024-10-02 17:17:17,171,532,2024-10-02 17:00:00,2
159675,디폴리스 주차장,BS,1044,20분,959,2024-10-02 17:17:44,85,555,2024-10-02 17:00:00,27
159676,백상스타타워2차,BS,101,20분,85,2024-10-02 17:17:46,16,556,2024-10-02 17:00:00,25
159678,사당노외 공영주차장(시),NW,183,20분,132,2024-10-02 17:17:31,51,558,2024-10-02 17:00:00,8
159681,stx V-TOWER 주차장,BS,533,20분,350,2024-10-02 17:17:57,183,561,2024-10-02 17:00:00,2
159686,에이스하이엔드3차 주차장,BS,300,20분,203,2024-10-02 17:17:57,97,566,2024-10-02 17:00:00,27
159690,세이브마트 신림본점 주차장,BS,77,20분,46,2024-10-02 17:18:01,31,570,2024-10-02 17:00:00,10
159712,구파발역 공영주차장(시),NW,399,20분,393,2024-10-02 17:18:11,6,592,2024-10-02 17:00:00,29
159720,강서1주차장[개화나들목 앞],BP,53,20분,18,2024-10-02 17:18:18,35,600,2024-10-02 17:00:00,46
159721,국립현대미술관 서울관,BP,384,20분,179,2024-10-02 17:18:45,205,601,2024-10-02 17:00:00,9
159722,SBS프리즘 타워주차장,BS,196,20분,138,2024-10-02 17:17:30,58,602,2024-10-02 17:00:00,24
159727,트윈트리타워 주차장,BS,266,20분,168,2024-10-02 17:10:01,98,607,2024-10-02 17:00:00,7
159728,경복궁 주차장,BS,266,20분,113,2024-10-02 17:18:44,153,608,2024-10-02 17:00:00,79
159734,개화역 공영주차장(시),NW,483,20분,466,2024-10-02 17:18:51,17,614,2024-10-02 17:00:00,31
159741,어린이대공원(상상나라),BP,394,20분,180,2024-10-02 17:19:09,214,621,2024-10-02 17:00:00,11
159763,공유) 09-06(구),NW,18,20분,14,2024-10-02 17:19:16,4,643,2024-10-02 17:00:00,15
159768,천호1동 주차장(구),NW,188,20분,135,2024-10-02 17:19:45,53,648,2024-10-02 17:00:00,3
159769,"광나루1, 2주차장",BP,168,20분,312,2024-10-02 17:18:55,-144,649,2024-10-02 17:00:00,249
159770,천호유수지 주차장(구),NW,168,20분,93,2024-10-02 17:19:45,75,650,2024-10-02 17:00:00,6
159771,어린이대공원(구의문),BP,335,20분,179,2024-10-02 17:19:51,156,651,2024-10-02 17:00:00,38
159803,고분다리전통시장 주차장(구),NW,26,20분,24,2024-10-02 17:20:33,2,683,2024-10-02 17:20:00,28
159807,광나루3주차장[천호대교 하부],BP,191,20분,0,2024-10-02 17:19:41,191,687,2024-10-02 17:20:00,10
159819,무신사 E1,BS,70,20분,66,2024-10-02 17:20:43,4,699,2024-10-02 17:20:00,8
159829,메가박스 성수점,BS,230,20분,182,2024-10-02 17:19:34,48,708,2024-10-02 17:20:00,1
159834,강동성심병원[본관/웰빙센터 주차장],BS,128,20분,52,2024-10-02 17:20:27,76,714,2024-10-02 17:20:00,43
159843,풍납2(구),NW,81,20분,82,2024-10-02 17:21:05,-1,723,2024-10-02 17:20:00,83
159846,자양4동 공영주차장(구),NW,83,20분,79,2024-10-02 17:21:23,4,727,2024-10-02 17:20:00,106
159874,갤러리아백화점 명품관 WEST,BS,177,20분,211,2024-10-02 17:22:06,-34,755,2024-10-02 17:20:00,289
159886,"잠실1, 2, 3, 4주차장",BP,471,20분,694,2024-10-02 17:21:39,-223,767,2024-10-02 17:20:00,94
159908,롯데월드 주차장,BS,3051,20분,2025,2024-10-02 17:20:00,1026,789,2024-10-02 17:20:00,1
159914,코엑스 주차장,BS,2123,20분,1942,2024-10-02 17:20:01,181,795,2024-10-02 17:20:00,16
159921,뉴코아 강남점,BS,610,20분,421,2024-10-02 17:22:57,189,802,2024-10-02 17:20:00,5
159928,오토웨이타워 주차장,BS,338,20분,232,2024-10-02 17:20:01,106,809,2024-10-02 17:20:00,5
159940,헬리오시티상가 주차장,BS,466,20분,512,2024-10-02 17:20:01,-46,821,2024-10-02 17:20:00,28
159964,도곡로 327 공영주차장(구),NW,17,20분,21,2024-10-02 17:23:55,-4,845,2024-10-02 17:20:00,72
159981,한화생명 서초사옥(드림플러스),BS,128,20분,111,2024-10-02 17:23:54,17,862,2024-10-02 17:20:00,16
159995,일원역 공영주차장(시),NW,67,20분,29,2024-10-02 17:24:11,38,876,2024-10-02 17:20:00,76
159998,논현로32길15 공영주차장(구),NW,16,20분,7,2024-10-02 17:24:35,9,879,2024-10-02 17:20:00,14
160005,밤고개로21길 공영주차장(구),NW,109,20분,27,2024-10-02 17:24:46,82,886,2024-10-02 17:20:00,19
160013,언남문화체육센터 공영주차장(구),NW,190,20분,128,2024-10-02 17:24:56,62,894,2024-10-02 17:20:00,6
304776,도봉산역 공영주차장(시),NW,358,20분,321,2024-10-02 17:26:11,37,0,2024-10-02 17:20:00,13
304777,도봉산 공영주차장(시),NW,142,20분,82,2024-10-02 17:26:11,60,1,2024-10-02 17:20:00,72
304796,2001아울렛 중계점,BS,263,20분,188,2024-10-02 17:26:43,75,20,2024-10-02 17:20:00,29
304820,석계역 공영주차장(시),NW,70,20분,58,2024-10-02 17:26:51,12,44,2024-10-02 17:20:00,41
304825,송중동 공영주차장(구),NW,53,20분,48,2024-10-02 17:26:42,5,49,2024-10-02 17:20:00,71
304827,신세계 이마트미아점,BS,83,20분,94,2024-10-02 17:27:32,-11,51,2024-10-02 17:20:00,109
304842,녹색병원 주차장,BS,80,20분,82,2024-10-02 17:27:00,-2,66,2024-10-02 17:20:00,105
304853,장안1동 공영주차장(시),NW,71,20분,45,2024-10-02 17:27:31,26,77,2024-10-02 17:20:00,12
304886,종묘주차장 공영주차장(시),NW,1317,20분,1109,2024-10-02 17:28:51,208,108,2024-10-02 17:20:00,4
304918,신당역 공영주차장(구),NW,26,20분,24,2024-10-02 17:25:43,2,141,2024-10-02 17:20:00,27
304924,동대문 공영주차장(시),NW,1092,20분,204,2024-10-02 17:29:31,888,148,2024-10-02 17:20:00,3
304940,을지트윈타워 주차장,BS,542,20분,345,2024-10-02 17:29:56,197,162,2024-10-02 17:20:00,7
304947,파인에비뉴,BS,602,20분,572,2024-10-02 17:29:44,30,171,2024-10-02 17:20:00,6
304968,왕십리 민자역사 비트플렉스몰 ,BS,1000,20분,655,2024-10-02 17:30:37,345,192,2024-10-02 17:20:00,28
304978,민속의 집 주차장(구),NW,26,20분,25,2024-10-02 17:30:46,1,202,2024-10-02 17:20:00,18
304993,동산 공영주차장(구),NW,83,20분,66,2024-10-02 17:22:51,17,217,2024-10-02 17:20:00,8
305007,이마트 명일점,BS,202,20분,228,2024-10-02 17:31:31,-26,230,2024-10-02 17:20:00,88
305010,어린이대공원(후문),BP,250,20분,151,2024-10-02 17:31:32,99,234,2024-10-02 17:20:00,34
305014,살곶이(평면) 공영주차장(구),NW,102,20분,91,2024-10-02 17:31:25,11,238,2024-10-02 17:20:00,89
305030,남산동 공영주차장(구),NW,48,20분,43,2024-10-02 17:31:27,5,254,2024-10-02 17:20:00,74
305042,서울글로벌센터 공영주차장(시),NW,44,20분,30,2024-10-02 17:32:11,14,265,2024-10-02 17:20:00,1
305046,신세계백화점 본점(신관),BS,498,20분,342,2024-10-02 17:32:04,156,269,2024-10-02 17:20:00,83
305049,지타워 주차장,BS,95,20분,93,2024-10-02 17:30:02,2,272,2024-10-02 17:20:00,61
305086,현대백화점 신촌점,BS,454,20분,263,2024-10-02 17:33:09,191,310,2024-10-02 17:20:00,94
305099,마포구청(마포구종합행정타운),BP,356,20분,371,2024-10-02 17:33:20,-15,323,2024-10-02 17:20:00,80
305107,망원2주차장[서울함공원옆],BP,229,20분,135,2024-10-02 17:33:08,94,331,2024-10-02 17:20:00,82
305110,"난지공원1, 2, 3주차장",BP,544,20분,22,2024-10-02 17:33:18,522,334,2024-10-02 17:20:00,41
305122,NC 강서점,BS,934,20분,457,2024-10-02 17:33:56,477,346,2024-10-02 17:20:00,14
305124,가양라이품 공영주차장(시),NW,38,20분,32,2024-10-02 17:33:31,6,348,2024-10-02 17:20:00,8
305136,김포국제공항 국내선 제2주차장,BP,1391,20분,1250,2024-10-02 17:34:00,141,360,2024-10-02 17:20:00,48
305139,김포국제공항 국내선 제1주차장,BP,2279,20분,2126,2024-10-02 17:34:00,153,363,2024-10-02 17:20:00,6
305152,망원1주차장[당산철교북단],BP,128,20분,91,2024-10-02 17:33:46,37,376,2024-10-02 17:20:00,193
305154,양화3주차장[양화선착장앞],BP,393,20분,121,2024-10-02 17:34:22,272,378,2024-10-02 17:20:00,36
305163,양화1주차장[당산철교 하부],BP,88,20분,49,2024-10-02 17:34:50,39,387,2024-10-02 17:20:00,41
305164,양화2주차장[전망카페],BP,20,20분,13,2024-10-02 17:34:04,7,388,2024-10-02 17:20:00,62
305165,볏골공원 지하공영주차장(구),NW,231,20분,293,2024-10-02 17:33:48,-62,389,2024-10-02 17:20:00,361
305173,목동체비지 공영주차장(시),NW,55,20분,78,2024-10-02 17:34:51,-23,397,2024-10-02 17:20:00,288
305182,여의도한강2주차장(마포대교남단),BP,171,20분,183,2024-10-02 17:34:49,-12,406,2024-10-02 17:20:00,212
305185,여의도한강3주차장(서강대교남단),BP,800,20분,515,2024-10-02 17:34:18,285,409,2024-10-02 17:20:00,36
305189,영등포구청별관 공영주차장(구),NW,61,20분,37,2024-10-02 17:34:34,24,413,2024-10-02 17:20:00,6
305199,여의도한강4주차장(여의2교-하부파천교),BP,141,20분,46,2024-10-02 17:35:21,95,423,2024-10-02 17:20:00,18
305203,코레일유통 본사 사옥 주차장,BS,356,20분,298,2024-10-02 17:34:52,58,427,2024-10-02 17:20:00,32
305204,당산근린공원 공영(구),NW,190,20분,177,2024-10-02 17:35:15,13,428,2024-10-02 17:20:00,35
305216,여의도한강공원1주차장(63빌딩앞),BP,462,20분,323,2024-10-02 17:35:44,139,440,2024-10-02 17:20:00,54
305218,여의도 사학연금(TP타워),BS,570,20분,815,2024-10-02 17:35:53,-245,442,2024-10-02 17:20:00,214
305219,영남 공영주차장(시),NW,570,20분,373,2024-10-02 17:35:31,197,443,2024-10-02 17:20:00,19
305227,이촌1주차장[반포대교북단 하류],BP,35,20분,0,2024-10-02 17:35:55,35,451,2024-10-02 17:20:00,47
305228,동작대교 공영주차장(시),NW,88,20분,47,2024-10-02 17:35:31,41,452,2024-10-02 17:20:00,29
305229,이촌2주차장[동작대교 하부],BP,95,20분,59,2024-10-02 17:35:45,36,453,2024-10-02 17:20:00,85
305230,"이촌3, 4주차장",BP,257,20분,165,2024-10-02 17:35:51,92,454,2024-10-02 17:20:00,77
305231,여의도한강5주차장(성모병원앞),BP,217,20분,99,2024-10-02 17:35:47,118,455,2024-10-02 17:20:00,39
305233,신길환승(5호선)(구),NW,88,20분,58,2024-10-02 17:35:33,30,457,2024-10-02 17:20:00,73
305241,누리 공영주차장(구),NW,19,20분,15,2024-10-02 17:34:19,4,465,2024-10-02 17:20:00,40
305247,반포1주차장[반포대교남단 상류],BP,332,20분,270,2024-10-02 17:35:58,62,471,2024-10-02 17:20:00,111
305250,영등포본동제2공영(구),NW,61,20분,63,2024-10-02 17:35:47,-2,474,2024-10-02 17:20:00,92
305254,"반포2, 3주차장",BP,315,20분,0,2024-10-02 17:36:08,315,478,2024-10-02 17:20:00,98
305260,도림동 공영주차장(구),NW,26,20분,26,2024-10-02 17:36:16,0,484,2024-10-02 17:20:00,62
305272,대림운동장(구),NW,192,20분,161,2024-10-02 17:36:32,31,497,2024-10-02 17:20:00,4
305273,구로5동마을공동주차장(구),NW,81,20분,66,2024-10-02 17:36:40,15,498,2024-10-02 17:20:00,63
305279,대림1동공영(구),NW,155,20분,131,2024-10-02 17:36:33,24,504,2024-10-02 17:20:00,20
305291,보라매상업 공영주차장(시),NW,64,20분,55,2024-10-02 17:37:31,9,516,2024-10-02 17:20:00,24
305304,구로디지털단지역(상) 공영주차장(시),NW,31,20분,21,2024-10-02 17:37:31,10,529,2024-10-02 17:20:00,25
305307,우림이비지센터,BS,511,20분,321,2024-10-02 17:37:45,190,532,2024-10-02 17:20:00,2
305329,디폴리스 주차장,BS,1044,20분,930,2024-10-02 17:38:12,114,555,2024-10-02 17:20:00,27
305330,백상스타타워2차,BS,101,20분,80,2024-10-02 17:38:16,21,556,2024-10-02 17:20:00,25
305332,사당노외 공영주차장(시),NW,183,20분,133,2024-10-02 17:38:11,50,558,2024-10-02 17:20:00,8
305335,stx V-TOWER 주차장,BS,533,20분,313,2024-10-02 17:38:25,220,561,2024-10-02 17:20:00,2
305340,에이스하이엔드3차 주차장,BS,300,20분,179,2024-10-02 17:38:25,121,566,2024-10-02 17:20:00,27
305344,세이브마트 신림본점 주차장,BS,77,20분,27,2024-10-02 17:38:38,50,570,2024-10-02 17:20:00,10
305366,구파발역 공영주차장(시),NW,399,20분,384,2024-10-02 17:38:51,15,592,2024-10-02 17:20:00,29
305374,강서1주차장[개화나들목 앞],BP,53,20분,20,2024-10-02 17:38:27,33,600,2024-10-02 17:20:00,46
305375,국립현대미술관 서울관,BP,384,20분,174,2024-10-02 17:39:13,210,601,2024-10-02 17:20:00,9
305376,SBS프리즘 타워주차장,BS,196,20분,130,2024-10-02 17:38:04,66,602,2024-10-02 17:20:00,24
305382,경복궁 주차장,BS,266,20분,100,2024-10-02 17:38:03,166,608,2024-10-02 17:20:00,79
305381,트윈트리타워 주차장,BS,266,20분,159,2024-10-02 17:30:02,107,607,2024-10-02 17:20:00,7
305388,개화역 공영주차장(시),NW,483,20분,465,2024-10-02 17:39:31,18,614,2024-10-02 17:20:00,31
305395,어린이대공원(상상나라),BP,394,20분,147,2024-10-02 17:39:38,247,621,2024-10-02 17:20:00,11
305417,공유) 09-06(구),NW,18,20분,14,2024-10-02 17:39:16,4,643,2024-10-02 17:40:00,15
305422,천호1동 주차장(구),NW,188,20분,140,2024-10-02 17:40:23,48,648,2024-10-02 17:40:00,3
305423,"광나루1, 2주차장",BP,168,20분,317,2024-10-02 17:40:04,-149,649,2024-10-02 17:40:00,249
305424,천호유수지 주차장(구),NW,168,20분,97,2024-10-02 17:40:23,71,650,2024-10-02 17:40:00,6
305425,어린이대공원(구의문),BP,335,20분,175,2024-10-02 17:40:21,160,651,2024-10-02 17:40:00,38
305457,고분다리전통시장 주차장(구),NW,26,20분,24,2024-10-02 17:41:05,2,683,2024-10-02 17:40:00,28
305461,광나루3주차장[천호대교 하부],BP,191,20분,0,2024-10-02 17:40:49,191,687,2024-10-02 17:40:00,10
305473,무신사 E1,BS,70,20분,68,2024-10-02 17:38:59,2,699,2024-10-02 17:40:00,8
305483,메가박스 성수점,BS,230,20분,177,2024-10-02 17:41:34,53,708,2024-10-02 17:40:00,1
305488,강동성심병원[본관/웰빙센터 주차장],BS,128,20분,92,2024-10-02 17:41:46,36,714,2024-10-02 17:40:00,43
305497,풍납2(구),NW,81,20분,82,2024-10-02 17:41:05,-1,723,2024-10-02 17:40:00,83
305500,자양4동 공영주차장(구),NW,83,20분,83,2024-10-02 17:41:28,0,727,2024-10-02 17:40:00,106
305528,갤러리아백화점 명품관 WEST,BS,177,20분,212,2024-10-02 17:42:44,-35,755,2024-10-02 17:40:00,289
305540,"잠실1, 2, 3, 4주차장",BP,471,20분,691,2024-10-02 17:42:47,-220,767,2024-10-02 17:40:00,94
305562,롯데월드 주차장,BS,3051,20분,1989,2024-10-02 17:40:00,1062,789,2024-10-02 17:40:00,1
305568,코엑스 주차장,BS,2123,20분,1777,2024-10-02 17:40:02,346,795,2024-10-02 17:40:00,16
305575,뉴코아 강남점,BS,610,20분,395,2024-10-02 17:43:31,215,802,2024-10-02 17:40:00,5
305582,오토웨이타워 주차장,BS,338,20분,216,2024-10-02 17:40:02,122,809,2024-10-02 17:40:00,5
305594,헬리오시티상가 주차장,BS,466,20분,501,2024-10-02 17:40:02,-35,821,2024-10-02 17:40:00,28
305618,도곡로 327 공영주차장(구),NW,17,20분,21,2024-10-02 17:44:35,-4,845,2024-10-02 17:40:00,72
305635,한화생명 서초사옥(드림플러스),BS,128,20분,107,2024-10-02 17:44:01,21,862,2024-10-02 17:40:00,16
305649,일원역 공영주차장(시),NW,67,20분,24,2024-10-02 17:44:52,43,876,2024-10-02 17:40:00,76
305652,논현로32길15 공영주차장(구),NW,16,20분,6,2024-10-02 17:45:15,10,879,2024-10-02 17:40:00,14
305659,밤고개로21길 공영주차장(구),NW,109,20분,30,2024-10-02 17:45:21,79,886,2024-10-02 17:40:00,19
305667,언남문화체육센터 공영주차장(구),NW,190,20분,126,2024-10-02 17:45:34,64,894,2024-10-02 17:40:00,6
99795,도봉산역 공영주차장(시),NW,358,20분,309,2024-10-02 17:46:11,49,0,2024-10-02 17:40:00,13
99796,도봉산 공영주차장(시),NW,142,20분,83,2024-10-02 17:46:11,59,1,2024-10-02 17:40:00,72
99815,2001아울렛 중계점,BS,263,20분,184,2024-10-02 17:46:16,79,20,2024-10-02 17:40:00,29
99839,석계역 공영주차장(시),NW,70,20분,57,2024-10-02 17:46:51,13,44,2024-10-02 17:40:00,41
99844,송중동 공영주차장(구),NW,53,20분,50,2024-10-02 17:46:57,3,49,2024-10-02 17:40:00,71
99846,신세계 이마트미아점,BS,83,20분,88,2024-10-02 17:47:27,-5,51,2024-10-02 17:40:00,109
99861,녹색병원 주차장,BS,80,20분,78,2024-10-02 17:45:00,2,66,2024-10-02 17:40:00,105
99872,장안1동 공영주차장(시),NW,71,20분,48,2024-10-02 17:47:31,23,77,2024-10-02 17:40:00,12
99905,종묘주차장 공영주차장(시),NW,1317,20분,1064,2024-10-02 17:48:11,253,108,2024-10-02 17:40:00,4
99937,신당역 공영주차장(구),NW,26,20분,24,2024-10-02 17:43:15,2,141,2024-10-02 17:40:00,27
99943,동대문 공영주차장(시),NW,1092,20분,188,2024-10-02 17:48:51,904,148,2024-10-02 17:40:00,3
99959,을지트윈타워 주차장,BS,542,20분,300,2024-10-02 17:49:44,242,162,2024-10-02 17:40:00,7
99966,파인에비뉴,BS,602,20분,538,2024-10-02 17:49:49,64,171,2024-10-02 17:40:00,6
99987,왕십리 민자역사 비트플렉스몰 ,BS,1000,20분,656,2024-10-02 17:50:18,344,192,2024-10-02 17:40:00,28
99997,민속의 집 주차장(구),NW,26,20분,26,2024-10-02 17:50:29,0,202,2024-10-02 17:40:00,18
100012,동산 공영주차장(구),NW,83,2시간,0,2024-10-02 17:22:51,83,217,2024-10-02 17:40:00,8
100026,이마트 명일점,BS,202,20분,189,2024-10-02 17:51:01,13,230,2024-10-02 17:40:00,88
100029,어린이대공원(후문),BP,250,20분,152,2024-10-02 17:51:03,98,234,2024-10-02 17:40:00,34
